DTST,Data Storage Corporation,Technology,EDP Services
DTSTW,Data Storage Corporation Warrant,,
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,Public Utilities,Electric Utilities: Central
DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,,
DUK,Duke Energy Corporation (Holding Company),Public Utilities,Power Generation
DUK^A,Duke Energy Corporation each representing a 1/1000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock,,
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,Public Utilities,Power Generation
DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073,Public Utilities,Power Generation
DUNE,Dune Acquisition Corporation,,
DUNEU,Dune Acquisition Corporation Unit,,
DUNEW,Dune Acquisition Corporation Warrant,Finance,Business Services
DUO,Fangdd Network Group Ltd. American,Technology,Computer Software: Programming Data Processing
DUOT,Duos Technologies Group Inc.,Technology,Computer Software: Prepackaged Software
DV,DoubleVerify Holdings Inc.,Technology,Computer Software: Prepackaged Software
DVA,DaVita Inc.,Health Care,Medical/Nursing Services
DVAX,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals
DVD,Dover Motorsports Inc.,Consumer Services,Services-Misc. Amusement & Recreation
DVN,Devon Energy Corporation,Energy,Oil & Gas Production
DWIN,Delwinds Insurance Acquisition Corp.,,
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Production
DX,Dynex Capital Inc.,Consumer Services,Real Estate Investment Trusts
DX^C,Dynex Capital Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
DXC,DXC Technology Company ,Technology,EDP Services
DXCM,DexCom Inc.,Health Care,Medical/Dental Instruments
DXF,Dunxin Financial Holdings Limited American,Consumer Non-Durables,Apparel
DXPE,DXP Enterprises Inc.,Capital Goods,Industrial Machinery/Components
DXR,Daxor Corporation,Health Care,Medical/Dental Instruments
DXYN,Dixie Group Inc. (The),Consumer Durables,Home Furnishings
DY,Dycom Industries Inc.,Basic Industries,Water Supply
DYAI,Dyadic International Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust of Beneficial Interest,Finance,Finance/Investors Services
DYN,Dyne Therapeutics Inc.,Consumer Durables,Specialty Chemicals
DYNS,Dynamics Special Purpose Corp.,Technology,Computer Manufacturing
DYNT,Dynatronics Corporation,Health Care,Medical/Dental Instruments
DZSI,DZS Inc.,Public Utilities,Telecommunications Equipment
E,ENI S.p.A.,Energy,Oil & Gas Production
EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software
EAC,Edify Acquisition Corp.,,
EACPU,Edify Acquisition Corp. Units,,
EACPW,Edify Acquisition Corp. Warrant,Finance,Business Services
EAD,Wells Fargo Income Opportunities Fund,Finance,Finance/Investors Services
EAF,GrafTech International Ltd.,Consumer Durables,Metal Fabrications
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,,
EAR,Eargo Inc.,Health Care,Medical Specialities
EARN,Ellington Residential Mortgage REIT of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
EARS,Auris Medical Holding Ltd. 0.01 SF (Bermuda),Health Care,Major Pharmaceuticals
EAST,Eastside Distilling Inc.,Consumer Non-Durables,Beverages (Production/Distribution)
EAT,Brinker International Inc.,Consumer Services,Restaurants
EB,Eventbrite Inc.,Technology,EDP Services
EBAC,European Biotech Acquisition Corp.,Finance,Business Services
EBACU,European Biotech Acquisition Corp. Units,Finance,Business Services
EBAY,eBay Inc.,Consumer Services,Catalog/Specialty Distribution
EBC,Eastern Bankshares Inc.,Finance,Major Banks
EBET,Esports Technologies Inc.,Consumer Services,Services-Misc. Amusement & Recreation
EBF,Ennis Inc.,Consumer Services,Office Equipment/Supplies/Services
EBIX,Ebix Inc.,Technology,EDP Services
EBMT,Eagle Bancorp Montana Inc.,Finance,Major Banks
EBON,Ebang International Holdings Inc.,Technology,Semiconductors
EBR,Centrais Electricas Brasileiras S A American (Each representing one Common Share),Public Utilities,Electric Utilities: Central
EBS,Emergent Biosolutions Inc.,Health Care,Major Pharmaceuticals
EBSB,Meridian Bancorp Inc.,Finance,Major Banks
EBTC,Enterprise Bancorp Inc,Finance,Major Banks
EC,Ecopetrol S.A. American,Energy,Oil & Gas Production
ECC           ,Eagle Point Credit Company Inc.,Finance,Trusts Except Educational Religious and Charitable
ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026,Finance,Trusts Except Educational Religious and Charitable
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,Finance,Trusts Except Educational Religious and Charitable
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,Finance,Trusts Except Educational Religious and Charitable
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,Finance,Trusts Except Educational Religious and Charitable
ECCY,Eagle Point Credit Company Inc. 6.75% Notes due 2027,Finance,Trusts Except Educational Religious and Charitable
ECF,Ellsworth Growth and Income Fund Ltd.,Finance,Finance/Investors Services
ECF^A,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),,
ECHO,Echo Global Logistics Inc.,Transportation,Oil Refining/Marketing
ECL,Ecolab Inc.,Consumer Non-Durables,Package Goods/Cosmetics
ECOL,US Ecology Inc,Public Utilities,Environmental Services
ECOLW,US Ecology Inc. Warrant,Public Utilities,Environmental Services
ECOM          ,ChannelAdvisor Corporation,Technology,Computer Software: Prepackaged Software
ECOR,electroCore Inc.,Health Care,Medical/Dental Instruments
ECPG,Encore Capital Group Inc,,
ED,Consolidated Edison Inc.,Public Utilities,Power Generation
EDAP,EDAP TMS S.A. American,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc.,Finance,Finance Companies
EDF,Stone Harbor Emerging Markets Income Fund of Beneficial Interest,Finance,Investment Managers
EDI,Stone Harbor Emerging Markets Total Income Fund of Beneficial Interests,Finance,Finance Companies
EDIT,Editas Medicine Inc.,Health Care,Major Pharmaceuticals
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American,Public Utilities,Electric Utilities: Central
EDR,Endeavor Group Holdings Inc.,Consumer Services,Services-Misc. Amusement & Recreation
EDRY,EuroDry Ltd. ,Consumer Services,Marine Transportation
EDSA,Edesa Biotech Inc.,,
EDTK,Skillful Craftsman Education Technology Limited,Consumer Services,Other Consumer Services
EDTX,EdtechX Holdings Acquisition Corp. II,,
EDTXU,EdtechX Holdings Acquisition Corp. II Unit,,
EDTXW,EdtechX Holdings Acquisition Corp. II Warrant,,
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 (Cayman Islands),Consumer Services,Other Consumer Services
EDUC,Educational Development Corporation,Consumer Services,Books
EEA,The European Equity Fund Inc.,Finance,Trusts Except Educational Religious and Charitable
EEFT,Euronet Worldwide Inc.,Technology,EDP Services
EEIQ,Elite Education Group International Ltd.,Consumer Services,Other Consumer Services
EEX,Emerald Holding Inc.,Technology,Advertising
EFC,Ellington Financial Inc. ,Finance,Finance: Consumer Services
EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
EFOI,Energy Focus Inc.,Consumer Durables,Building Products
EFR,Eaton Vance Senior Floating-Rate Fund of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
EFSC,Enterprise Financial Services Corporation,Finance,Major Banks
EFT,Eaton Vance Floating Rate Income Trust of Beneficial Interest,Finance,Finance Companies
EFX,Equifax Inc.,Technology,Advertising
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc.,Finance,Major Banks
EGF,Blackrock Enhanced Government Fund Inc.,Finance,Trusts Except Educational Religious and Charitable
EGHT,8x8 Inc,Public Utilities,Telecommunications Equipment
EGLE,Eagle Bulk Shipping Inc.,Transportation,Marine Transportation
EGLX,Enthusiast Gaming Holdings Inc.,,
EGO,Eldorado Gold Corporation,Basic Industries,Precious Metals
EGP,EastGroup Properties Inc.,Consumer Services,Real Estate Investment Trusts
EGRX,Eagle Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
EGY,VAALCO Energy Inc. ,Energy,Oil & Gas Production
EH,EHang Holdings Limited ADS,Transportation,Air Freight/Delivery Services
EHC,Encompass Health Corporation,Health Care,Medical Specialities
EHI,Western Asset Global High Income Fund Inc,Finance,Investment Managers
EHTH,eHealth Inc.,Finance,Specialty Insurers
EIC,Eagle Point Income Company Inc.,Finance,Finance/Investors Services
EIG,Employers Holdings Inc,Finance,Property-Casualty Insurers
EIGR,Eiger BioPharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EIM,Eaton Vance Municipal Bond Fund of Beneficial Interest $.01 par value,Finance,Finance/Investors Services
EIX,Edison International,Public Utilities,Electric Utilities: Central
EJFA,EJF Acquisition Corp.,Finance,Business Services
EJFAU,EJF Acquisition Corp. Unit,Finance,Business Services
EJFAW,EJF Acquisition Corp. Warrant,,
EJH,E-Home Household Service Holdings Limited,Consumer Services,Other Consumer Services
EKSO,Ekso Bionics Holdings Inc.,Capital Goods,Industrial Machinery/Components
EL,Estee Lauder Companies Inc. (The),Consumer Non-Durables,Package Goods/Cosmetics
ELA,Envela Corporation,Consumer Services,Consumer Specialties
ELAN,Elanco Animal Health Incorporated,Health Care,Major Pharmaceuticals
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,Health Care,Major Pharmaceuticals
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,,
ELDN,Eledon Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
ELEV,Elevation Oncology Inc.,,
ELF,e.l.f. Beauty Inc.,Consumer Non-Durables,Package Goods/Cosmetics
ELLO,Ellomay Capital Ltd (Israel),Public Utilities,Electric Utilities: Central
ELMD,Electromed Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELMS,Electric Last Mile Solutions Inc.,Capital Goods,Auto Manufacturing
ELMSW,Electric Last Mile Solutions Inc. Warrant,Capital Goods,Auto Manufacturing
ELOX,Eloxx Pharmaceuticals Inc.,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ELP,Companhia Paranaense de Energia (COPEL) American (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),Public Utilities,Electric Utilities: Central
ELS,Equity Lifestyle Properties Inc.,Consumer Services,Real Estate Investment Trusts
ELSE,Electro-Sensors Inc.,Capital Goods,Industrial Machinery/Components
ELTK,Eltek Ltd.,Technology,Electrical Products
ELVT,Elevate Credit Inc.,Finance,Finance: Consumer Services
ELY,Callaway Golf Company,Consumer Non-Durables,Recreational Products/Toys
ELYS,Elys Game Technology Corp.,Consumer Services,Movies/Entertainment
EM,Smart Share Global Limited American,Consumer Services,Other Consumer Services
EMAN,eMagin Corporation,Capital Goods,Industrial Machinery/Components
EMCF,Emclaire Financial Corp,Finance,Major Banks
EMD,Western Asset Emerging Markets Debt Fund Inc,Finance,Finance/Investors Services
EME,EMCOR Group Inc.,Capital Goods,Engineering & Construction
EMF,Templeton Emerging Markets Fund,Finance,Finance/Investors Services
EMKR,EMCORE Corporation,Technology,Semiconductors
EML,Eastern Company (The),Capital Goods,Industrial Specialties
EMN,Eastman Chemical Company,Basic Industries,Major Chemicals
EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,Finance,Investment Managers
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,,
EMPW,Empower Ltd.,Finance,Business Services
EMR,Emerson Electric Company,Capital Goods,Industrial Machinery/Components
EMX,EMX Royalty Corporation (Canada),Basic Industries,Precious Metals
ENB,Enbridge Inc,Energy,Oil & Gas Production
ENBA,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078,Energy,Oil & Gas Production
ENBL,Enable Midstream Partners LP Common Units representing limited partner interests,,
ENDP,Endo International plc,Health Care,Major Pharmaceuticals
ENFA,890 5th Avenue Partners Inc.,,
ENFAU,890 5th Avenue Partners Inc. Unit,,
ENFAW,890 5th Avenue Partners Inc. Warrant,Finance,Business Services
ENG,ENGlobal Corporation,Consumer Services,Military/Government/Technical
ENIA,Enel Americas S.A. American,Public Utilities,Electric Utilities: Central
ENIC,Enel Chile S.A. American (Each representing 50 shares of),Public Utilities,Electric Utilities: Central
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,Public Utilities,Power Generation
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,Public Utilities,Natural Gas Distribution
ENLV,Enlivex Therapeutics Ltd.,Health Care,Major Pharmaceuticals
ENNV,ECP Environmental Growth Opportunities Corp.,,
ENNVU,ECP Environmental Growth Opportunities Corp. Unit,,
ENNVW,ECP Environmental Growth Opportunities Corp. Warrants,Finance,Business Services
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,,
ENOB,Enochian Biosciences Inc.,Health Care,Major Pharmaceuticals
ENPC,Executive Network Partnering Corporation,,
ENPH,Enphase Energy Inc.,Capital Goods,Electrical Products
ENR,Energizer Holdings Inc.,Basic Industries,Metal Fabrications
ENR^A,Energizer Holdings Inc. 7.50% Series A Mandatory Convertible Preferred Stock,,
ENS,EnerSys,Consumer Non-Durables,Telecommunications Equipment
ENSC,Ensysce Biosciences Inc.,Health Care,Major Pharmaceuticals
ENSG,The Ensign Group Inc.,Health Care,Hospital/Nursing Management
ENSV,Enservco Corporation,Energy,Oilfield Services/Equipment
ENTA,Enanta Pharmaceuticals Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ENTG,Entegris Inc.,Technology,Semiconductors
ENTX,Entera Bio Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW,Entera Bio Ltd. Warrant,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENV,Envestnet Inc,Technology,EDP Services
ENVA,Enova International Inc.,Finance,Finance: Consumer Services
ENVB,Enveric Biosciences Inc.,Health Care,Major Pharmaceuticals
ENVI,Environmental Impact Acquisition Corp.,,
ENVIU,Environmental Impact Acquisition Corp. Unit,,
ENVIW,Environmental Impact Acquisition Corp. Warrant,Finance,Business Services
ENX,Eaton Vance New York Municipal Bond Fund of Beneficial Interest $.01 par value,Finance,Finance/Investors Services
ENZ,Enzo Biochem Inc. ($0.01 Par Value),Health Care,Medical Specialities
EOD,Wells Fargo Global Dividend Opportunity Fund,Finance,Investment Managers
EOG,EOG Resources Inc.,Energy,Oil & Gas Production
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
EOLS,Evolus Inc.,Consumer Durables,Specialty Chemicals
EOS,Eaton Vance Enhance Equity Income Fund II,Finance,Trusts Except Educational Religious and Charitable
EOSE,Eos Energy Enterprises Inc.,Technology,Electronic Components
EOSEW,Eos Energy Enterprises Inc. Warrant,Technology,Electronic Components
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,Finance,Trusts Except Educational Religious and Charitable
EP^C,El Paso Corporation Preferred Stock,,
EPAC,Enerpac Tool Group Corp.,Capital Goods,Industrial Machinery/Components
EPAM,EPAM Systems Inc.,Technology,EDP Services
EPAY,Bottomline Technologies Inc.,Technology,EDP Services
EPC,Edgewell Personal Care Company,Consumer Non-Durables,Package Goods/Cosmetics
EPD,Enterprise Products Partners L.P.,Public Utilities,Natural Gas Distribution
EPHY,Epiphany Technology Acquisition Corp.,,
EPHYU,Epiphany Technology Acquisition Corp. Unit,,
EPHYW,Epiphany Technology Acquisition Corp. Warrant,Finance,Business Services
EPIX,ESSA Pharma Inc.,,
EPM,Evolution Petroleum Corporation Inc.,Energy,Oil & Gas Production
EPR,EPR Properties,Consumer Services,Real Estate Investment Trusts
EPR^C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,,
EPR^E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,,
EPR^G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,,
EPRT,Essential Properties Realty Trust Inc.,Consumer Services,Real Estate Investment Trusts
EPSN,Epsilon Energy Ltd. Common Share,Energy,Oil & Gas Production
EPWR,Empowerment & Inclusion Capital I Corp.,,
EPZM,Epizyme Inc.,Health Care,Major Pharmaceuticals
EQ,Equillium Inc.,Health Care,Major Pharmaceuticals
EQBK,Equity Bancshares Inc.,Finance,Finance: Consumer Services
EQC,Equity Commonwealth of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
EQC^D,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,,
EQD,Equity Distribution Acquisition Corp.,,
EQH,Equitable Holdings Inc.,,
EQH^A,Equitable Holdings Inc.,,
EQH^C,Equitable Holdings Inc. each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C,,
EQHA,EQ Health Acquisition Corp.,,
EQIX,Equinix Inc. REIT,Consumer Services,Real Estate Investment Trusts
EQNR,Equinor ASA,Energy,Integrated oil Companies
EQOS,Diginex Limited,Miscellaneous,Business Services
EQR,Equity Residential of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
EQS,Equus Total Return Inc.,Finance,Finance/Investors Services
EQT,EQT Corporation,Energy,Oil & Gas Production
EQX,Equinox Gold Corp.,Basic Industries,Precious Metals
ERC,Wells Fargo Multi-Sector Income Fund no par value,Finance,Finance/Investors Services
ERES,East Resources Acquisition Company,,
ERESU,East Resources Acquisition Company Unit,,
ERESW,East Resources Acquisition Company Warrant,Finance,Business Services
ERF,Enerplus Corporation,Energy,Oil & Gas Production
ERH,Wells Fargo Utilities and High Income Fund,Finance,Finance/Investors Services
ERIC,Ericsson American,Technology,Computer Software: Prepackaged Software
ERIE,Erie Indemnity Company,Finance,Specialty Insurers
ERII,Energy Recovery Inc.,Technology,Industrial Machinery/Components
ERJ,Embraer S.A.,Capital Goods,Aerospace
ERO,Ero Copper Corp.,Basic Industries,Precious Metals
ERYP,Erytech Pharma S.A. American,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ES,Eversource Energy (D/B/A),Public Utilities,Electric Utilities: Central
ESBK,Elmira Savings Bank Elmira NY,Finance,Major Banks
ESCA,Escalade Incorporated,Consumer Non-Durables,Recreational Products/Toys
ESE,ESCO Technologies Inc.,Capital Goods,Telecommunications Equipment
ESEA,Euroseas Ltd. (Marshall Islands),Transportation,Marine Transportation
ESGC,Eros STX Global Corporation A,Consumer Services,Movies/Entertainment
ESGR,Enstar Group Limited,Finance,Property-Casualty Insurers
ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,Finance,Property-Casualty Insurers
ESGRP,Enstar Group Limited Each Representing 1/1000th of an interest in Preference Shares,Finance,Property-Casualty Insurers
ESI,Element Solutions Inc.,Basic Industries,Major Chemicals
ESLT,Elbit Systems Ltd.,Capital Goods,Military/Government/Technical
ESM,ESM Acquisition Corporation,Finance,Business Services
ESNT,Essent Group Ltd.,Finance,Property-Casualty Insurers
ESP,Espey Mfg. & Electronics Corp.,Capital Goods,Industrial Machinery/Components
ESPR,Esperion Therapeutics Inc.,Health Care,Major Pharmaceuticals
ESQ,Esquire Financial Holdings Inc.,Finance,Commercial Banks
ESRT,Empire State Realty Trust Inc.,Consumer Services,Real Estate Investment Trusts
ESS,Essex Property Trust Inc.,Consumer Services,Real Estate Investment Trusts
ESSA,ESSA Bancorp Inc.,Finance,Banks
ESSC,East Stone Acquisition Corporation,Finance,Business Services
ESSCR,East Stone Acquisition Corporation Right,Technology,Computer Software: Programming Data Processing
ESSCU,East Stone Acquisition Corporation Unit,Finance,Business Services
ESSCW,East Stone Acquisition Corporation Warrant,Finance,Business Services
ESTA,Establishment Labs Holdings Inc.,Health Care,Industrial Specialties
ESTC,Elastic N.V.,Technology,Computer Software: Prepackaged Software
ESTE,Earthstone Energy Inc.,Energy,Oil & Gas Production
ESXB,Community Bankers Trust Corporation (VA),Finance,Major Banks
ET,Energy Transfer LP Common Units ,Public Utilities,Natural Gas Distribution
ET^C,Energy Transfer L.P. 7.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,,
ET^D,Energy Transfer L.P. 7.625% Series D Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,,
ET^E,Energy Transfer L.P. 7.600% Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,,
ETAC,E.Merge Technology Acquisition Corp.,,
ETACU,E.Merge Technology Acquisition Corp. Unit,,
ETACW,E.Merge Technology Acquisition Corp. Warrant,,
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund of Beneficial Interest,Finance,Investment Managers
ETH,Ethan Allen Interiors Inc.,Consumer Durables,Home Furnishings
ETI^,Entergy Texas Inc 5.375% Series A Preferred Stock Cumulative No Par Value,,
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund of Beneficial Interest,Finance,Finance Companies
ETN,Eaton Corporation PLC,Capital Goods,Industrial Machinery/Components
ETNB,89bio Inc.,Health Care,Major Pharmaceuticals
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,Finance,Investment Managers
ETON,Eton Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
ETR,Entergy Corporation,Public Utilities,Electric Utilities: Central
ETRN,Equitrans Midstream Corporation ,Public Utilities,Natural Gas Distribution
ETSY,Etsy Inc.,Consumer Services,Catalog/Specialty Distribution
ETTX,Entasis Therapeutics Holdings Inc.,Health Care,Major Pharmaceuticals
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund of Beneficial Interest,Finance,Investment Managers
ETWO,E2open Parent Holdings Inc.Class A,Technology,Computer Software: Prepackaged Software
ETX           ,Eaton Vance Municipal Income 2028 Term Trust of Beneficial Interest,Finance,Finance Companies
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund of Beneficial Interest,Finance,Finance Companies
EUCR,Eucrates Biomedical Acquisition Corp.,Finance,Business Services
EUCRW,Eucrates Biomedical Acquisition Corp. Warrant,Finance,Business Services
EURN,Euronav NV,Transportation,Marine Transportation
EUSG,European Sustainable Growth Acquisition Corp.,Finance,Business Services
EUSGU,European Sustainable Growth Acquisition Corp. Unit,Finance,Business Services
EUSGW,European Sustainable Growth Acquisition Corp. Warrant,Finance,Business Services
EVA,Enviva Partners LP Common units representing limited partner interests,,
EVAX,Evaxion Biotech A/S American,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EVBG,Everbridge Inc.,Technology,Computer Software: Prepackaged Software
EVBN,Evans Bancorp Inc.,Finance,Major Banks
EVC,Entravision Communications Corporation,Consumer Services,Broadcasting
EVCM,EverCommerce Inc.,,
EVER,EverQuote Inc.,Technology,EDP Services
EVF,Eaton Vance Senior Income Trust,Finance,Trusts Except Educational Religious and Charitable
EVFM,Evofem Biosciences Inc.,Health Care,Major Pharmaceuticals
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund of Beneficial Interest,Finance,Investment Managers
EVGN,Evogene Ltd,Basic Industries,Agricultural Chemicals
EVGO,EVgo Inc.,,
EVGOW,EVgo Inc. Warrants,,
EVH,Evolent Health Inc,Health Care,Managed Health Care
EVI,EVI Industries Inc. ,Capital Goods,Industrial Machinery/Components
EVK,Ever-Glory International Group Inc.,Consumer Non-Durables,Apparel
EVLO,Evelo Biosciences Inc.,Consumer Durables,Specialty Chemicals
EVM,Eaton Vance California Municipal Bond Fund of Beneficial Interest $.01 par value,Finance,Finance/Investors Services
EVN,Eaton Vance Municipal Income Trust,Finance,Investment Managers
EVOJ,Evo Acquisition Corp.,,
EVOJU,Evo Acquisition Corp. Unit,,
EVOJW,Evo Acquisition Corp. Warrant,Finance,Business Services
EVOK,Evoke Pharma Inc.,Health Care,Major Pharmaceuticals
EVOL,Evolving Systems Inc.,Technology,EDP Services
EVOP,EVO Payments Inc.,Miscellaneous,Business Services
EVR,Evercore Inc.,Finance,Investment Managers
EVRG,Evergy Inc.,Public Utilities,Power Generation
EVRI,Everi Holdings Inc.,Consumer Services,Recreational Products/Toys
EVT,Eaton Vance Tax Advantaged Dividend Income Fund of Beneficial Interest,Finance,Finance Companies
EVTC,Evertec Inc.,Technology,EDP Services
EVV,Eaton Vance Limited Duration Income Fund of Beneficial Interest,Finance,Finance/Investors Services
EVY,Eaton Vance New York Municipal Income Trust Shares of Beneficial Interest,Finance,Finance/Investors Services
EW,Edwards Lifesciences Corporation,Health Care,Industrial Specialties
EWBC,East West Bancorp Inc.,Finance,Commercial Banks
EWTX,Edgewise Therapeutics Inc.,Health Care,Major Pharmaceuticals
EXAS,Exact Sciences Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXC,Exelon Corporation,Public Utilities,Power Generation
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
EXEL,Exelixis Inc.,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,EXFO Inc,Capital Goods,Electrical Products
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund of Beneficial Interest,Finance,Finance Companies
EXK,Endeavour Silver Corporation (Canada),Basic Industries,Precious Metals
EXLS,ExlService Holdings Inc.,Technology,Retail: Computer Software & Peripheral Equipment
EXN,Excellon Resources Inc.,Basic Industries,Precious Metals
EXP,Eagle Materials Inc,Capital Goods,Building Materials
EXPD,Expeditors International of Washington Inc.,Transportation,Oil Refining/Marketing
EXPE,Expedia Group Inc.,Transportation,Other Consumer Services
EXPI,eXp World Holdings Inc.,Finance,Real Estate
EXPO,Exponent Inc.,Consumer Services,Professional Services
EXPR,Express Inc.,,
EXR,Extra Space Storage Inc,Consumer Services,Real Estate Investment Trusts
EXTN,Exterran Corporation,Technology,Diversified Commercial Services
EXTR,Extreme Networks Inc.,Capital Goods,Telecommunications Equipment
EYE,National Vision Holdings Inc.,Health Care,Ophthalmic Goods
EYEG,Eyegate Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
EYEN,Eyenovia Inc.,Health Care,Major Pharmaceuticals
EYES,Second Sight Medical Products Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW,Second Sight Medical Products Inc. Warrants expiring 03/14/2024,Health Care,Industrial Specialties
EYPT,EyePoint Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
EZGO,EZGO Technologies Ltd.,Consumer Non-Durables,Motor Vehicles
EZPW,EZCORP Inc. Non Voting,Miscellaneous,Diversified Commercial Services
F,Ford Motor Company,Capital Goods,Auto Manufacturing
F^B,Ford Motor Company 6.20% Notes due June 1 2059,,
F^C,Ford Motor Company 6% Notes due December 1 2059,,
FA,First Advantage Corporation,Miscellaneous,Business Services
FACA,Figure Acquisition Corp. I,,
FACT,Freedom Acquisition I Corp.,Health Care,Major Pharmaceuticals
FAF,First American Corporation (New),Finance,Specialty Insurers
